lead_id,channel,industry,job_title_seniority,employee_size_bucket,business_email,sessions_30d,pageviews_30d,service_page_views_30d,case_study_views_30d,pricing_page_views_30d,form_starts_30d,form_submits_30d,email_opens_30d,email_clicks_30d,days_since_last_session,created_at,converted
Cold_0037,Paid Social,SaaS,VP,11-50,0,2,6,3,2,0,0,0,1,0,9,2025-05-25T00:00:00,0
Warm_0109,Paid Social,SaaS,VP,51-200,0,5,6,5,1,0,1,0,3,0,12,2025-04-19T00:00:00,0
Cold_0062,Paid Social,SaaS,Manager,1-10,1,1,5,0,0,0,0,0,0,0,13,2025-02-10T00:00:00,0
Warm_0011,Paid Search,Healthcare,IC,1-10,1,0,5,3,0,0,1,1,0,0,12,2025-01-14T00:00:00,0
Cold_0048,Organic,Home Services,Director,11-50,0,2,5,3,0,0,0,0,1,0,17,2025-10-28T00:00:00,0
Warm_0101,Paid Search,SaaS,C-Suite,51-200,1,3,10,2,2,1,3,0,3,0,0,2025-07-23T00:00:00,1
Hot_0043,Direct,Home Services,IC,51-200,1,8,11,5,1,0,0,1,2,2,8,2025-10-15T00:00:00,1
Cold_0012,Referral,Healthcare,Manager,11-50,1,1,3,1,1,2,1,0,0,0,12,2025-02-17T00:00:00,0
Hot_0077,Email,Retail,Manager,1-10,1,7,16,8,1,4,5,2,3,1,0,2025-03-02T00:00:00,1
Warm_0061,Email,SaaS,IC,1-10,1,2,4,1,2,3,0,1,0,0,0,2025-05-11T00:00:00,0
Hot_0046,Organic,Retail,Director,200+,0,8,9,4,4,5,0,2,1,1,0,2025-01-30T00:00:00,1
Cold_0028,Referral,Healthcare,Manager,51-200,0,2,3,4,0,1,0,0,0,0,17,2025-08-15T00:00:00,0
Hot_0028,Paid Social,SaaS,Manager,1-10,1,4,18,2,2,4,1,0,3,0,0,2025-10-02T00:00:00,1
Warm_0091,Paid Search,Manufacturing,Manager,11-50,1,3,10,2,2,1,0,0,1,0,8,2025-01-01T00:00:00,1
Warm_0094,Referral,Professional Services,VP,11-50,1,4,8,3,2,2,2,0,1,0,3,2025-01-17T00:00:00,1
Cold_0005,Paid Search,Healthcare,C-Suite,11-50,1,2,1,0,0,0,0,0,0,0,14,2025-08-12T00:00:00,0
Cold_0123,Direct,Healthcare,C-Suite,51-200,1,2,5,1,1,1,0,0,0,0,15,2025-04-17T00:00:00,0
Cold_0033,Organic,Professional Services,Director,11-50,0,2,8,3,1,0,0,0,0,0,11,2025-06-01T00:00:00,0
Warm_0106,Organic,Professional Services,Director,11-50,1,1,13,4,1,1,0,0,2,1,12,2025-06-14T00:00:00,0
Warm_0023,Referral,Retail,VP,1-10,0,5,11,0,2,0,0,0,1,0,12,2025-01-10T00:00:00,0
Warm_0110,Paid Search,Professional Services,VP,200+,1,5,10,4,0,4,2,1,1,0,9,2025-08-15T00:00:00,1
Hot_0033,Email,SaaS,Director,1-10,1,6,12,3,0,0,2,2,1,0,3,2025-04-05T00:00:00,1
Warm_0103,Direct,Manufacturing,Manager,11-50,1,4,9,2,3,3,1,1,3,0,5,2025-07-15T00:00:00,1
Cold_0139,Direct,Professional Services,Manager,51-200,0,6,7,1,2,0,2,0,3,0,10,2025-01-10T00:00:00,0
Cold_0063,Organic,Home Services,Director,1-10,1,1,5,1,0,0,0,0,3,0,21,2025-09-25T00:00:00,0
Warm_0076,Paid Social,SaaS,IC,11-50,1,5,4,4,0,1,0,0,0,0,15,2025-06-28T00:00:00,0
Cold_0136,Organic,Healthcare,VP,11-50,1,1,2,1,0,0,0,0,0,1,20,2025-08-31T00:00:00,0
Hot_0058,Direct,Manufacturing,IC,1-10,1,5,21,4,2,2,3,2,5,0,0,2025-09-15T00:00:00,1
Cold_0129,Direct,Retail,Director,1-10,1,0,3,0,0,0,0,0,1,0,18,2025-05-03T00:00:00,0
Hot_0071,Paid Search,Healthcare,Manager,1-10,1,3,12,4,1,2,5,0,0,0,10,2025-06-23T00:00:00,1
Cold_0009,Paid Search,Home Services,IC,1-10,1,1,11,3,2,0,1,0,1,1,10,2025-06-16T00:00:00,0
Cold_0071,Organic,Professional Services,VP,1-10,1,1,0,0,0,2,0,0,1,0,19,2025-09-18T00:00:00,0
Hot_0042,Organic,Professional Services,Director,1-10,1,5,3,3,1,0,1,1,1,0,12,2025-01-29T00:00:00,0
Cold_0065,Email,SaaS,Manager,200+,0,2,3,2,0,0,1,0,0,0,16,2025-02-05T00:00:00,0
Cold_0015,Email,Retail,Director,51-200,1,0,1,1,1,0,0,0,1,0,8,2025-12-20T00:00:00,0
Warm_0017,Paid Search,Manufacturing,Director,200+,1,4,15,4,1,2,2,1,2,0,5,2025-03-15T00:00:00,1
Cold_0041,Organic,Retail,Manager,1-10,1,2,1,0,0,0,0,0,0,0,16,2025-08-26T00:00:00,0
Hot_0054,Email,Professional Services,VP,200+,1,6,20,7,4,0,2,2,3,2,0,2025-09-20T00:00:00,1
Hot_0019,Email,Retail,VP,11-50,1,5,14,4,3,3,1,1,5,0,0,2025-11-27T00:00:00,1
Warm_0077,Paid Search,Manufacturing,Manager,1-10,1,8,14,0,1,2,0,0,3,0,10,2025-01-14T00:00:00,0
Hot_0038,Paid Search,SaaS,Manager,1-10,1,4,10,1,6,2,1,2,2,0,0,2025-07-26T00:00:00,1
Warm_0097,Organic,Retail,Manager,200+,1,7,4,1,0,1,0,0,1,0,8,2025-09-27T00:00:00,0
Warm_0068,Referral,Home Services,Director,1-10,0,4,12,8,1,0,1,0,1,2,0,2025-06-19T00:00:00,1
Warm_0073,Organic,Retail,IC,1-10,1,0,4,6,4,3,0,0,1,2,4,2025-10-28T00:00:00,1
Hot_0052,Paid Search,Retail,VP,200+,0,3,18,5,2,3,3,2,3,1,5,2025-03-20T00:00:00,1
Hot_0002,Direct,Home Services,IC,11-50,1,6,12,6,0,4,4,2,0,0,2,2025-10-24T00:00:00,1
Hot_0072,Email,Home Services,Manager,11-50,0,2,5,2,2,1,1,2,2,0,7,2025-10-26T00:00:00,1
Hot_0053,Paid Search,Manufacturing,VP,51-200,1,6,20,9,0,4,3,1,2,1,0,2025-04-21T00:00:00,1
Hot_0020,Paid Social,Home Services,VP,1-10,1,3,10,1,1,2,1,1,4,2,1,2025-06-09T00:00:00,0
Warm_0062,Paid Search,Home Services,Manager,1-10,1,2,14,6,1,0,2,0,4,0,7,2025-07-20T00:00:00,0
Warm_0022,Paid Search,Manufacturing,Manager,51-200,0,3,11,1,0,1,3,0,2,0,4,2025-05-26T00:00:00,0
Cold_0044,Organic,Retail,Manager,200+,1,1,8,4,2,0,1,0,2,0,10,2025-03-22T00:00:00,0
Warm_0078,Paid Search,SaaS,Director,1-10,1,4,6,2,0,1,2,1,0,1,4,2025-04-03T00:00:00,1
Warm_0051,Organic,Manufacturing,Manager,200+,0,4,8,0,0,2,0,0,3,0,13,2025-07-25T00:00:00,0
Hot_0010,Referral,Healthcare,VP,1-10,1,4,17,4,2,3,1,2,1,1,0,2025-07-01T00:00:00,1
Cold_0106,Paid Search,Professional Services,VP,51-200,0,5,2,2,0,0,1,0,0,0,16,2025-04-16T00:00:00,0
Cold_0054,Paid Search,SaaS,IC,200+,0,1,8,2,1,0,0,0,1,1,12,2025-08-08T00:00:00,0
Cold_0002,Email,Professional Services,Manager,11-50,0,0,4,1,1,0,0,0,0,0,17,2025-06-22T00:00:00,0
Cold_0050,Paid Search,SaaS,Director,51-200,1,0,4,1,0,0,0,0,2,0,11,2025-04-01T00:00:00,0
Cold_0081,Email,Healthcare,Director,11-50,1,2,7,0,0,0,0,0,0,0,19,2025-03-11T00:00:00,0
Warm_0066,Organic,Healthcare,Director,1-10,1,2,9,6,0,1,2,0,1,0,8,2025-02-01T00:00:00,0
Cold_0035,Direct,SaaS,VP,51-200,1,1,7,1,0,1,0,0,1,0,19,2025-10-23T00:00:00,0
Hot_0014,Paid Search,Home Services,Manager,200+,1,5,3,2,1,1,3,1,4,1,7,2025-12-06T00:00:00,0
Cold_0092,Paid Search,Retail,VP,200+,1,0,3,4,0,0,1,0,0,1,18,2025-10-25T00:00:00,0
Cold_0053,Paid Search,Retail,Manager,11-50,1,1,6,2,0,0,0,0,1,1,10,2025-05-13T00:00:00,0
Hot_0015,Paid Search,Professional Services,Director,11-50,0,3,7,3,1,2,5,3,0,1,8,2025-03-07T00:00:00,1
Warm_0102,Email,SaaS,IC,11-50,1,5,18,8,1,0,1,0,1,0,0,2025-12-25T00:00:00,0
Cold_0014,Email,Retail,Manager,51-200,0,3,3,1,0,0,0,0,0,0,20,2025-05-23T00:00:00,0
Cold_0089,Organic,Manufacturing,Director,11-50,1,1,2,0,0,0,0,0,0,0,12,2025-04-15T00:00:00,0
Hot_0024,Paid Social,SaaS,Director,1-10,1,6,15,7,0,1,2,1,3,0,12,2025-11-26T00:00:00,1
Warm_0027,Organic,Healthcare,Manager,1-10,1,2,3,1,2,1,1,0,2,0,11,2025-11-11T00:00:00,0
Hot_0075,Referral,Retail,Manager,11-50,1,4,8,1,5,5,1,3,0,0,0,2025-06-22T00:00:00,1
Cold_0135,Email,Healthcare,Director,51-200,1,2,7,1,0,0,0,0,1,0,16,2025-02-15T00:00:00,0
Hot_0068,Paid Social,Professional Services,Director,1-10,1,2,7,2,0,0,2,2,2,0,9,2025-11-01T00:00:00,1
Warm_0104,Email,Manufacturing,Manager,51-200,0,3,4,3,0,0,0,0,4,0,7,2025-02-15T00:00:00,0
Cold_0055,Paid Search,Retail,Director,51-200,1,0,8,4,3,2,2,0,1,0,14,2025-12-17T00:00:00,1
Cold_0051,Referral,Manufacturing,VP,200+,0,3,3,0,1,0,0,0,0,0,10,2025-05-14T00:00:00,0
Warm_0035,Paid Search,Retail,Director,1-10,1,5,6,5,1,2,0,0,0,1,16,2025-12-04T00:00:00,0
Warm_0050,Direct,SaaS,IC,1-10,1,5,19,3,0,1,0,0,1,1,0,2025-11-02T00:00:00,1
Hot_0079,Paid Search,Healthcare,C-Suite,51-200,1,5,8,7,1,1,1,1,3,1,9,2025-07-04T00:00:00,1
Warm_0048,Organic,SaaS,IC,200+,0,5,11,2,2,1,0,0,5,0,8,2025-10-17T00:00:00,0
Warm_0030,Paid Search,Professional Services,Director,1-10,1,3,8,5,4,1,2,0,6,0,21,2025-07-10T00:00:00,0
Cold_0059,Organic,Manufacturing,IC,1-10,1,2,5,1,0,0,0,0,0,0,13,2025-10-02T00:00:00,0
Cold_0049,Email,Manufacturing,Director,51-200,0,1,3,3,0,1,1,0,2,0,18,2025-08-07T00:00:00,0
Warm_0096,Paid Search,Retail,Manager,200+,1,1,6,2,1,0,0,1,2,0,18,2025-12-11T00:00:00,0
Hot_0003,Paid Search,Manufacturing,Manager,11-50,1,9,15,5,1,6,3,1,2,0,0,2025-08-02T00:00:00,0
Cold_0022,Referral,Home Services,C-Suite,51-200,1,1,6,3,1,0,1,0,1,1,20,2025-07-14T00:00:00,0
Warm_0021,Paid Search,Retail,VP,1-10,1,5,8,1,1,0,1,1,1,0,13,2025-02-25T00:00:00,0
Hot_0027,Referral,Healthcare,Manager,51-200,1,7,10,5,1,1,0,0,3,1,4,2025-10-27T00:00:00,0
Warm_0052,Paid Search,SaaS,VP,1-10,1,0,10,2,0,1,0,2,2,0,8,2025-01-29T00:00:00,0
Hot_0044,Paid Search,Manufacturing,VP,1-10,1,5,10,0,1,4,0,2,7,0,8,2025-06-04T00:00:00,1
Hot_0008,Paid Social,Healthcare,Manager,51-200,1,4,14,4,4,3,2,1,3,2,0,2025-03-27T00:00:00,1
Hot_0059,Paid Social,Healthcare,VP,11-50,1,4,11,2,1,3,1,2,1,1,1,2025-02-18T00:00:00,1
Warm_0010,Direct,Retail,Manager,11-50,1,4,9,2,1,1,1,0,1,0,6,2025-07-28T00:00:00,0
Cold_0131,Paid Search,Healthcare,Manager,1-10,0,1,5,0,0,0,0,0,0,0,10,2025-04-20T00:00:00,0
Warm_0012,Paid Search,Healthcare,Manager,11-50,1,8,9,6,2,1,1,0,1,1,5,2025-06-10T00:00:00,0
Cold_0100,Organic,Healthcare,IC,11-50,0,2,4,0,1,1,0,0,2,0,16,2025-02-11T00:00:00,0
Cold_0088,Direct,Retail,Manager,51-200,0,2,4,2,0,0,1,0,3,1,19,2025-03-04T00:00:00,0
Warm_0075,Paid Search,Home Services,IC,51-200,1,5,13,2,0,2,2,0,1,0,11,2025-11-07T00:00:00,0
Cold_0122,Paid Search,Manufacturing,IC,200+,0,5,9,3,0,0,2,0,0,1,17,2025-10-17T00:00:00,0
Hot_0080,Paid Search,Healthcare,Manager,51-200,1,9,9,9,1,2,1,1,6,0,1,2025-02-09T00:00:00,1
Cold_0021,Email,Professional Services,VP,51-200,1,5,16,1,1,3,1,0,3,0,13,2025-10-06T00:00:00,0
Warm_0049,Direct,Manufacturing,C-Suite,1-10,0,3,5,3,1,0,3,0,2,0,10,2025-09-22T00:00:00,1
Cold_0072,Paid Search,Healthcare,Manager,11-50,1,2,11,1,1,1,1,0,2,0,6,2025-05-17T00:00:00,0
Cold_0107,Paid Search,Healthcare,Manager,1-10,1,1,2,2,0,1,1,0,1,1,13,2025-07-06T00:00:00,1
Hot_0021,Paid Search,Manufacturing,Director,1-10,1,6,16,6,0,3,3,0,1,2,4,2025-11-14T00:00:00,0
Cold_0103,Direct,Manufacturing,IC,1-10,1,4,9,1,0,0,0,0,0,0,11,2025-02-15T00:00:00,1
